Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Poriyal And Sambar Sabzi With Rotis,Haryana,Dinner,499,19.2,66.8,14.7,Veg
Karnataka Vegetable Kurma Stew With Rice,Karnataka,Dinner,637,12.8,84.0,19.4,Veg
Tungrymbai Chole Bhature (Veg) Curry,Meghalaya,Dinner,446,19.3,57.0,14.3,Veg
Uttarakhand Sambar And Rice Platter,Uttarakhand,Dinner,374,13.5,43.0,10.2,Veg
Gujarat Poriyal And Sambar Platter,Gujarat,Dinner,610,13.3,74.1,17.3,Veg
Dal Fry Sabzi With Rotis,Tripura,Dinner,463,16.0,53.8,11.9,Veg
Gujarat Sambar And Rice Platter,Gujarat,Dinner,455,18.6,53.8,12.3,Veg
Gahat Mixed Veg Stew Curry,Uttarakhand,Dinner,540,18.8,71.6,13.4,Veg
Jharkhand Mixed Veg Stew Platter,Jharkhand,Dinner,642,15.9,101.2,17.6,Veg
Singodi Rasam And Rice Curry,Uttarakhand,Dinner,562,17.5,73.8,20.4,Veg
Veg Kebab Platter And Dal,Gujarat,Dinner,670,15.7,76.8,23.5,Veg
Rasam And Rice Sabzi With Rotis,Telangana,Dinner,409,8.2,62.2,9.5,Veg
Poriyal And Sambar Sabzi With Rotis,Jammu and Kashmir,Dinner,553,10.0,70.1,20.2,Veg
Punjab Sabzi Roti Stew With Rice,Punjab,Dinner,634,17.9,77.7,19.6,Veg
Vegetable Kurma And Dal,Kerala,Dinner,369,17.7,44.9,12.9,Veg
Sabzi Roti Sabzi With Rotis,Meghalaya,Dinner,574,16.3,77.3,20.1,Veg
Manipur Veg Kofta Curry Platter,Manipur,Dinner,512,6.6,58.0,12.7,Veg
Kootu And Rice Sabzi With Rotis,Delhi,Dinner,679,6.8,89.3,25.8,Veg
Sabzi Roti Sabzi With Rotis,Goa,Dinner,521,15.2,70.0,19.1,Veg
Veg Kebab Platter Sabzi With Rotis,Karnataka,Dinner,635,8.3,88.8,17.5,Veg
Andhra Pradesh Rasam And Rice Stew With Rice,Andhra Pradesh,Dinner,358,14.7,43.3,13.5,Veg
Dal Fry Sabzi With Rotis,West Bengal,Dinner,353,11.3,49.6,12.6,Veg
Mizoram Sambar And Rice Stew With Rice,Mizoram,Dinner,368,13.9,42.8,12.2,Veg
Himachal Pradesh Vegetable Kurma Platter,Himachal Pradesh,Dinner,665,11.4,105.1,17.4,Veg
Bora Sambar And Rice Curry,Assam,Dinner,595,18.9,71.5,18.5,Veg
Mixed Veg Stew Sabzi With Rotis,West Bengal,Dinner,439,19.5,57.9,11.6,Veg
Maharashtra Poriyal And Sambar Stew With Rice,Maharashtra,Dinner,423,6.6,56.3,15.6,Veg
Mixed Veg Stew And Dal,Delhi,Dinner,456,19.2,60.9,13.3,Veg
Vegetable Kurma And Dal,Nagaland,Dinner,522,10.6,69.1,17.9,Veg
Mixed Veg Stew Sabzi With Rotis,Gujarat,Dinner,687,17.0,89.8,20.6,Veg
Chole Bhature (Veg) And Dal,Delhi,Dinner,459,11.5,62.4,14.4,Veg
Madhya Pradesh Kootu And Rice Platter,Madhya Pradesh,Dinner,461,10.7,72.4,15.3,Veg
Moong Dal Tadka And Dal,Himachal Pradesh,Dinner,455,11.4,66.4,12.2,Veg
Nagaland Rasam And Rice Platter,Nagaland,Dinner,644,16.9,78.8,18.7,Veg
Mixed Veg Stew Sabzi With Rotis,Madhya Pradesh,Dinner,663,13.4,95.4,15.1,Veg
Andhra Pradesh Chole Bhature (Veg) Stew With Rice,Andhra Pradesh,Dinner,377,10.6,44.1,14.2,Veg
Bafla Vegetable Kurma Curry,Madhya Pradesh,Dinner,401,17.2,48.3,14.8,Veg
Maharashtra Dal And Chapati Stew With Rice,Maharashtra,Dinner,431,13.9,62.0,14.6,Veg
Baingan Curry Sabzi With Rotis,Punjab,Dinner,577,7.4,66.0,21.3,Veg
Dal And Chapati And Dal,Assam,Dinner,650,15.6,99.7,24.5,Veg
Sambar And Rice Sabzi With Rotis,Chhattisgarh,Dinner,693,13.9,108.6,26.8,Veg
Uttarakhand Poriyal And Sambar Stew With Rice,Uttarakhand,Dinner,503,15.5,79.6,12.1,Veg
Chole Bhature (Veg) Sabzi With Rotis,Himachal Pradesh,Dinner,392,11.0,63.4,11.9,Veg
Jharkhand Veg Kofta Curry Platter,Jharkhand,Dinner,479,8.7,60.6,14.8,Veg
Dal Fry And Dal,Himachal Pradesh,Dinner,682,9.3,87.2,20.3,Veg
Odisha Poriyal And Sambar Stew With Rice,Odisha,Dinner,584,15.2,75.4,13.3,Veg
Delhi Veg Kofta Curry Platter,Delhi,Dinner,359,10.2,44.0,10.8,Veg
Ghugni Dal Fry Curry,Bihar,Dinner,612,18.0,92.8,17.8,Veg
Kela Palya And Rice Curry,Uttar Pradesh,Dinner,600,9.9,70.0,17.8,Veg
Ootti Sabzi Roti Curry,Manipur,Dinner,415,17.3,48.9,9.7,Veg
Meghalaya Poriyal And Sambar Platter,Meghalaya,Dinner,670,19.5,107.8,21.9,Veg
Uttar Pradesh Chole Bhature (Veg) Stew With Rice,Uttar Pradesh,Dinner,421,8.8,63.1,9.9,Veg
Karnataka Baingan Curry Stew With Rice,Karnataka,Dinner,469,8.9,69.6,13.4,Veg
Moong Dal Tadka Sabzi With Rotis,Sikkim,Dinner,603,14.5,73.4,16.3,Veg
Manipur Sambar And Rice Stew With Rice,Manipur,Dinner,353,7.1,56.9,9.4,Veg
Uttarakhand Moong Dal Tadka Platter,Uttarakhand,Dinner,388,8.6,60.1,13.5,Veg
Palya And Rice And Dal,Rajasthan,Dinner,657,11.8,95.0,17.0,Veg
Mooli Veg Kebab Platter Curry,Punjab,Dinner,685,18.5,100.5,18.4,Veg
Maharashtra Sabzi Roti Stew With Rice,Maharashtra,Dinner,380,14.7,58.3,9.0,Veg
Veg Kofta Curry And Dal,Mizoram,Dinner,395,10.5,59.7,14.8,Veg
Tripura Rasam And Rice Platter,Tripura,Dinner,513,12.3,76.7,15.5,Veg
Kootu And Rice And Dal,Assam,Dinner,447,9.2,54.1,15.1,Veg
Vegetable Kurma And Dal,Odisha,Dinner,587,18.2,79.7,14.5,Veg
Chole Bhature (Veg) And Dal,Nagaland,Dinner,512,11.3,79.9,12.7,Veg
Dal Fry And Dal,West Bengal,Dinner,444,9.0,50.3,13.4,Veg
Poriyal And Sambar Sabzi With Rotis,Punjab,Dinner,431,10.2,69.1,13.5,Veg
Mixed Veg Stew And Dal,Rajasthan,Dinner,571,12.1,88.6,17.3,Veg
Eromba Dal Fry Curry,Manipur,Dinner,594,14.5,71.0,18.3,Veg
Chole Bhature (Veg) Sabzi With Rotis,Assam,Dinner,507,14.8,65.6,13.9,Veg
Jharkhand Dal And Chapati Platter,Jharkhand,Dinner,621,9.9,92.4,22.2,Veg
Kulcha Palya And Rice Curry,Delhi,Dinner,359,12.3,47.9,9.2,Veg
Baingan Curry Sabzi With Rotis,Uttar Pradesh,Dinner,493,13.8,69.7,13.7,Veg
Veg Kofta Curry Sabzi With Rotis,Gujarat,Dinner,643,19.6,79.7,20.6,Veg
Veg Kebab Platter Sabzi With Rotis,Rajasthan,Dinner,359,10.4,56.2,10.3,Veg
Pappu Sambar And Rice Curry,Telangana,Dinner,586,14.4,92.0,22.4,Veg
Sabzi Roti And Dal,Punjab,Dinner,491,16.0,64.2,17.3,Veg
Mixed Veg Stew Sabzi With Rotis,Assam,Dinner,667,12.8,79.9,17.9,Veg
Lauki Vegetable Kurma Curry,Uttar Pradesh,Dinner,680,8.6,107.9,22.0,Veg
Haryana Baingan Curry Stew With Rice,Haryana,Dinner,494,9.5,64.9,16.7,Veg
Parathas Dal Fry Curry,Delhi,Dinner,501,6.4,72.7,17.5,Veg
Poriyal And Sambar And Dal,Karnataka,Dinner,545,13.8,77.5,19.0,Veg
Bendakaya Veg Kofta Curry Curry,Andhra Pradesh,Dinner,660,12.3,79.6,16.1,Veg
Tamil Nadu Sabzi Roti Stew With Rice,Tamil Nadu,Dinner,538,8.0,82.9,15.3,Veg
Rasam And Rice And Dal,Tamil Nadu,Dinner,517,14.6,77.8,17.0,Veg
Uttar Pradesh Sambar And Rice Platter,Uttar Pradesh,Dinner,417,13.0,66.2,10.2,Veg
Moong Dal Tadka Sabzi With Rotis,Andhra Pradesh,Dinner,532,10.7,70.8,18.5,Veg
Assam Dal And Chapati Platter,Assam,Dinner,678,17.1,99.8,21.3,Veg
Dal Fry Sabzi With Rotis,Tamil Nadu,Dinner,462,16.6,73.9,17.6,Veg
Gongura Moong Dal Tadka Curry,Telangana,Dinner,693,11.5,95.6,18.7,Veg
Tamil Nadu Poriyal And Sambar Stew With Rice,Tamil Nadu,Dinner,434,11.6,52.1,9.7,Veg
Sikkim Baingan Curry Platter,Sikkim,Dinner,541,13.2,65.2,13.8,Veg
Malpua Kootu And Rice Curry,Jharkhand,Dinner,551,7.7,69.8,12.5,Veg
Jharkhand Rasam And Rice Platter,Jharkhand,Dinner,407,6.6,62.2,14.1,Veg
Mixed Veg Stew Sabzi With Rotis,Delhi,Dinner,502,17.7,73.4,18.6,Veg
Makki Kootu And Rice Curry,Punjab,Dinner,670,9.2,105.2,24.3,Veg
Gujarat Moong Dal Tadka Stew With Rice,Gujarat,Dinner,442,18.0,54.3,16.8,Veg
Ghugni Baingan Curry Curry,Bihar,Dinner,434,18.9,59.2,14.0,Veg
Rasam And Rice Sabzi With Rotis,Meghalaya,Dinner,350,17.9,50.2,12.8,Veg
Punjab Veg Kofta Curry Stew With Rice,Punjab,Dinner,640,19.5,75.1,18.1,Veg
Mixed Veg Stew And Dal,Sikkim,Dinner,563,15.2,71.7,12.8,Veg
Kootu And Rice Sabzi With Rotis,Andhra Pradesh,Dinner,411,18.9,61.5,13.8,Veg
Veg Kofta Curry And Dal,Tamil Nadu,Dinner,394,16.1,53.3,14.6,Veg
Bora Moong Dal Tadka Curry,Tripura,Dinner,638,12.7,95.1,15.8,Veg
Dal And Chapati And Dal,Karnataka,Dinner,571,17.6,76.0,21.9,Veg
Chhattisgarh Veg Kofta Curry Stew With Rice,Chhattisgarh,Dinner,494,16.1,60.6,13.2,Veg
Kootu And Rice Sabzi With Rotis,Manipur,Dinner,350,19.9,40.1,11.1,Veg
Delhi Dal And Chapati Platter,Delhi,Dinner,374,10.0,43.7,10.6,Veg
Punjab Vegetable Kurma Platter,Punjab,Dinner,540,16.2,75.4,14.9,Veg
Poriyal And Sambar And Dal,Sikkim,Dinner,540,12.5,70.1,14.6,Veg
Rasam And Rice And Dal,Punjab,Dinner,571,7.2,71.5,14.0,Veg
Poriyal And Sambar And Dal,Himachal Pradesh,Dinner,698,8.3,80.0,21.4,Veg
Rasam And Rice Sabzi With Rotis,Delhi,Dinner,673,17.6,81.1,23.9,Veg
Veg Kebab Platter Sabzi With Rotis,Telangana,Dinner,407,19.9,56.9,12.6,Veg
Badi Dal Fry Curry,Chhattisgarh,Dinner,466,15.6,70.8,14.2,Veg
Lauki Baingan Curry Curry,Uttar Pradesh,Dinner,686,17.5,84.7,19.3,Veg
Odisha Baingan Curry Stew With Rice,Odisha,Dinner,582,8.2,85.7,20.2,Veg
Tripura Dal Fry Platter,Tripura,Dinner,386,15.7,49.3,13.4,Veg
Veg Kebab Platter Sabzi With Rotis,Haryana,Dinner,447,6.3,51.0,10.8,Veg
Maharashtra Veg Kebab Platter Stew With Rice,Maharashtra,Dinner,410,11.9,53.5,11.9,Veg
Bora Sambar And Rice Curry,Tripura,Dinner,456,10.3,65.4,17.1,Veg
Sikkim Sambar And Rice Platter,Sikkim,Dinner,366,13.0,47.6,9.7,Veg
Veg Kebab Platter And Dal,Assam,Dinner,566,15.6,81.2,15.9,Veg
Manipur Vegetable Kurma Stew With Rice,Manipur,Dinner,394,12.6,55.0,9.3,Veg
Nagaland Veg Kebab Platter Stew With Rice,Nagaland,Dinner,522,9.4,84.4,11.9,Veg
Moong Dal Tadka And Dal,Haryana,Dinner,398,6.1,47.3,14.6,Veg
Mizoram Dal Fry Platter,Mizoram,Dinner,442,12.5,65.1,12.7,Veg
Himachal Pradesh Moong Dal Tadka Stew With Rice,Himachal Pradesh,Dinner,614,12.9,96.8,16.6,Veg
Modak Dal Fry Curry,Maharashtra,Dinner,406,15.6,65.3,9.5,Veg
Vegetable Kurma Sabzi With Rotis,Assam,Dinner,684,18.7,103.4,15.7,Veg
Modak Mixed Veg Stew Curry,Maharashtra,Dinner,577,17.3,92.3,13.9,Veg
Palya And Rice Sabzi With Rotis,Maharashtra,Dinner,574,12.9,87.4,16.9,Veg
Bamboo Moong Dal Tadka Curry,Tripura,Dinner,592,6.5,79.5,20.1,Veg
Karnataka Sabzi Roti Stew With Rice,Karnataka,Dinner,593,11.6,94.0,22.1,Veg
Uttarakhand Palya And Rice Stew With Rice,Uttarakhand,Dinner,642,8.6,78.5,21.3,Veg
Jammu And Kashmir Poriyal And Sambar Platter,Jammu and Kashmir,Dinner,686,8.6,91.3,21.6,Veg
Mixed Veg Stew Sabzi With Rotis,Rajasthan,Dinner,550,6.2,63.5,19.4,Veg
Mirapakaya Moong Dal Tadka Curry,Andhra Pradesh,Dinner,505,18.3,60.3,19.0,Veg
Vegetable Kurma Sabzi With Rotis,Delhi,Dinner,594,12.7,69.8,17.0,Veg
Sikkim Rasam And Rice Platter,Sikkim,Dinner,415,18.0,49.7,14.5,Veg
Assam Moong Dal Tadka Stew With Rice,Assam,Dinner,670,16.5,103.5,18.9,Veg
Keerai Veg Kebab Platter Curry,Rajasthan,Dinner,371,18.2,56.2,8.4,Veg
Kang Baingan Curry Curry,Manipur,Dinner,465,16.5,55.3,15.1,Veg
Moong Dal Tadka And Dal,Meghalaya,Dinner,616,10.0,93.1,18.1,Veg
Tamil Nadu Dal And Chapati Stew With Rice,Tamil Nadu,Dinner,424,16.8,48.5,11.4,Veg
Bajra Vegetable Kurma Curry,Punjab,Dinner,517,18.9,80.3,15.5,Veg
Baingan Curry And Dal,Karnataka,Dinner,665,14.8,83.2,17.8,Veg
Chhole Veg Kebab Platter Curry,Punjab,Dinner,510,19.0,65.6,13.4,Veg
Bhinda Poriyal And Sambar Curry,Gujarat,Dinner,696,11.8,87.5,20.4,Veg
Manipur Mixed Veg Stew Platter,Manipur,Dinner,501,8.7,73.5,17.1,Veg
Rajasthan Mixed Veg Stew Platter,Rajasthan,Dinner,681,17.3,89.4,19.6,Veg
Tripura Kootu And Rice Platter,Tripura,Dinner,424,9.6,49.2,10.3,Veg
Bihar Veg Kebab Platter Platter,Bihar,Dinner,446,17.4,55.9,13.6,Veg
Himachal Pradesh Moong Dal Tadka Platter,Himachal Pradesh,Dinner,565,8.8,65.0,16.6,Veg
Assam Sambar And Rice Stew With Rice,Assam,Dinner,510,7.7,62.0,14.4,Veg
Meghalaya Dal Fry Stew With Rice,Meghalaya,Dinner,630,13.5,74.9,15.0,Veg
Rasam And Rice And Dal,Nagaland,Dinner,640,6.8,75.6,24.6,Veg
Bamboo Kootu And Rice Curry,Nagaland,Dinner,462,14.7,65.2,12.3,Veg
Dal And Chapati Sabzi With Rotis,Punjab,Dinner,432,7.3,64.6,16.6,Veg
Chole Bhature (Veg) And Dal,Punjab,Dinner,558,9.1,75.6,13.9,Veg
Veg Kofta Curry Sabzi With Rotis,Maharashtra,Dinner,472,15.4,63.4,17.3,Veg
Dal And Chapati And Dal,Delhi,Dinner,391,11.7,52.7,9.7,Veg
Uttarakhand Dal And Chapati Platter,Uttarakhand,Dinner,489,8.9,71.5,14.4,Veg
Aloo Ke Gutke Moong Dal Tadka Curry,Uttarakhand,Dinner,609,14.6,94.0,19.7,Veg
West Bengal Palya And Rice Stew With Rice,West Bengal,Dinner,543,8.4,72.1,14.0,Veg
Aloo Dal And Chapati Curry,West Bengal,Dinner,468,11.3,73.2,17.9,Veg
Poriyal And Sambar And Dal,West Bengal,Dinner,578,18.7,67.6,15.3,Veg
Keerai Kootu And Rice Curry,Rajasthan,Dinner,436,9.1,61.8,13.4,Veg
Chole Bhature (Veg) Sabzi With Rotis,Goa,Dinner,374,16.6,43.8,14.0,Veg
Karnataka Sambar And Rice Platter,Karnataka,Dinner,618,19.0,83.5,16.8,Veg
Kebabs (Veg) Dal And Chapati Curry,Delhi,Dinner,509,8.3,59.0,18.7,Veg
Jharkhand Dal Fry Platter,Jharkhand,Dinner,590,19.2,92.8,15.4,Veg
Meghalaya Mixed Veg Stew Platter,Meghalaya,Dinner,487,17.4,59.1,11.8,Veg
Bafla Moong Dal Tadka Curry,Madhya Pradesh,Dinner,445,9.4,50.3,16.2,Veg
Mizoram Kootu And Rice Platter,Mizoram,Dinner,379,11.5,45.8,11.4,Veg
Palya And Rice Sabzi With Rotis,Delhi,Dinner,492,12.5,66.5,16.8,Veg
Mixed Veg Stew Sabzi With Rotis,Tripura,Dinner,384,19.8,45.8,10.4,Veg
Chole Bhature (Veg) And Dal,Goa,Dinner,556,18.4,75.5,18.4,Veg
Goa Poriyal And Sambar Platter,Goa,Dinner,557,16.5,77.2,16.2,Veg
Veg Kebab Platter And Dal,Goa,Dinner,455,7.0,73.8,16.5,Veg
Sambar And Rice And Dal,Andhra Pradesh,Dinner,541,6.3,74.0,18.8,Veg
Dal And Chapati Sabzi With Rotis,Gujarat,Dinner,421,15.1,53.7,11.1,Veg
Veg Kofta Curry Sabzi With Rotis,Tamil Nadu,Dinner,554,12.5,75.2,20.5,Veg
Palya And Rice And Dal,Madhya Pradesh,Dinner,677,18.9,86.2,15.6,Veg
Veg Kofta Curry And Dal,Madhya Pradesh,Dinner,500,11.0,69.1,15.1,Veg
Veg Kebab Platter And Dal,Himachal Pradesh,Dinner,449,10.3,61.9,10.1,Veg
Andhra Pradesh Palya And Rice Platter,Andhra Pradesh,Dinner,610,9.1,84.5,13.8,Veg
Bihar Poriyal And Sambar Platter,Bihar,Dinner,517,10.0,59.5,15.9,Veg
Veg Kofta Curry And Dal,Andhra Pradesh,Dinner,368,15.3,51.5,12.8,Veg
Veg Kofta Curry Sabzi With Rotis,Mizoram,Dinner,491,11.5,56.3,13.4,Veg
Mixed Veg Stew And Dal,Telangana,Dinner,427,12.0,60.2,16.5,Veg
Gujarat Dal Fry Stew With Rice,Gujarat,Dinner,597,17.0,73.7,22.4,Veg
Veg Kofta Curry And Dal,Maharashtra,Dinner,585,17.4,75.8,20.1,Veg
Veg Kebab Platter And Dal,West Bengal,Dinner,630,18.4,96.5,17.5,Veg
Manipur Poriyal And Sambar Platter,Manipur,Dinner,651,13.3,82.3,20.9,Veg
Mixed Veg Stew Sabzi With Rotis,Uttarakhand,Dinner,489,10.6,67.5,14.9,Veg
Nagaland Dal And Chapati Stew With Rice,Nagaland,Dinner,404,17.5,56.7,14.7,Veg
Veg Kofta Curry Sabzi With Rotis,Rajasthan,Dinner,627,13.1,83.5,18.1,Veg
Fara Poriyal And Sambar Curry,Chhattisgarh,Dinner,669,12.7,106.3,15.6,Veg
Uttar Pradesh Veg Kofta Curry Stew With Rice,Uttar Pradesh,Dinner,428,11.8,69.1,11.9,Veg
Aloo Sabzi Roti Curry,West Bengal,Dinner,552,14.2,73.3,20.1,Veg
Haryana Mixed Veg Stew Platter,Haryana,Dinner,656,10.6,86.2,15.5,Veg
Rasam And Rice Sabzi With Rotis,Tripura,Dinner,440,6.5,55.9,16.0,Veg
Ootti Rasam And Rice Curry,Manipur,Dinner,434,18.5,56.0,9.9,Veg
Chhattisgarh Sabzi Roti Stew With Rice,Chhattisgarh,Dinner,437,18.6,67.2,13.3,Veg
Chhole Sambar And Rice Curry,Punjab,Dinner,663,10.0,76.7,21.4,Veg
Punjab Palya And Rice Platter,Punjab,Dinner,464,15.6,52.9,16.9,Veg
Palya And Rice And Dal,Manipur,Dinner,506,10.1,74.8,14.6,Veg
Veg Kofta Curry Sabzi With Rotis,Meghalaya,Dinner,457,9.4,54.8,11.3,Veg
Karnataka Dal Fry Platter,Karnataka,Dinner,579,7.8,86.1,15.6,Veg
Manipur Moong Dal Tadka Platter,Manipur,Dinner,592,15.2,77.4,17.0,Veg
West Bengal Sabzi Roti Stew With Rice,West Bengal,Dinner,549,8.6,75.4,18.2,Veg
Ghugni Chole Bhature (Veg) Curry,Bihar,Dinner,566,15.2,90.8,19.7,Veg
Baingan Curry Sabzi With Rotis,Delhi,Dinner,478,11.8,65.4,18.5,Veg
Dal Fry Sabzi With Rotis,Telangana,Dinner,603,19.4,95.2,20.6,Veg
Odisha Dal Fry Stew With Rice,Odisha,Dinner,664,11.2,74.8,20.1,Veg
Moong Dal Tadka Sabzi With Rotis,Punjab,Dinner,698,15.2,104.2,21.4,Veg
Goa Dal And Chapati Platter,Goa,Dinner,450,12.1,72.0,16.0,Veg
Madhya Pradesh Baingan Curry Platter,Madhya Pradesh,Dinner,583,6.6,75.3,16.9,Veg
Sikkim Chole Bhature (Veg) Stew With Rice,Sikkim,Dinner,661,14.0,104.9,23.9,Veg
Keerai Vegetable Kurma Curry,Rajasthan,Dinner,467,15.4,66.1,13.5,Veg
Moong Dal Tadka Sabzi With Rotis,Tamil Nadu,Dinner,472,11.6,63.2,18.0,Veg
Khlem Chole Bhature (Veg) Curry,Meghalaya,Dinner,358,13.0,57.3,12.7,Veg
Shyaphale Chole Bhature (Veg) Curry,Sikkim,Dinner,604,19.8,74.4,20.1,Veg
Haryana Chole Bhature (Veg) Stew With Rice,Haryana,Dinner,518,8.5,75.3,11.6,Veg
Dalma Sabzi Roti Curry,Odisha,Dinner,400,7.8,60.0,10.6,Veg
Kang Kootu And Rice Curry,Manipur,Dinner,454,16.2,59.3,15.9,Veg
Haryana Kootu And Rice Platter,Haryana,Dinner,389,19.8,60.7,14.2,Veg
Tamil Nadu Mixed Veg Stew Stew With Rice,Tamil Nadu,Dinner,581,10.7,79.9,21.0,Veg
Jammu And Kashmir Vegetable Kurma Platter,Jammu and Kashmir,Dinner,664,9.9,77.5,23.5,Veg
Palya And Rice And Dal,West Bengal,Dinner,359,18.8,51.5,13.8,Veg
Mizoram Sabzi Roti Stew With Rice,Mizoram,Dinner,432,13.3,63.5,11.0,Veg
Siddu Chole Bhature (Veg) Curry,Himachal Pradesh,Dinner,571,7.4,78.9,20.4,Veg
Veg Kebab Platter And Dal,Rajasthan,Dinner,548,10.5,71.8,20.4,Veg
Vegetable Kurma Sabzi With Rotis,Kerala,Dinner,358,19.8,57.0,11.8,Veg
Sambar And Rice Sabzi With Rotis,Andhra Pradesh,Dinner,632,16.2,81.9,20.6,Veg
Kosha Chole Bhature (Veg) Curry,Kerala,Dinner,567,10.1,88.1,13.1,Veg
Rasam And Rice Sabzi With Rotis,Haryana,Dinner,493,10.8,65.6,11.6,Veg
Goa Poriyal And Sambar Stew With Rice,Goa,Dinner,503,11.7,57.2,13.6,Veg
Maharashtra Baingan Curry Stew With Rice,Maharashtra,Dinner,656,17.9,85.7,15.6,Veg
Bajra Chole Bhature (Veg) Curry,Punjab,Dinner,645,9.0,98.4,16.8,Veg
Punjab Kootu And Rice Platter,Punjab,Dinner,631,19.1,98.4,19.8,Veg
Siddu Moong Dal Tadka Curry,Himachal Pradesh,Dinner,509,18.9,68.0,16.9,Veg
Punjab Baingan Curry Stew With Rice,Punjab,Dinner,651,6.1,102.3,14.9,Veg
Poriyal And Sambar And Dal,Meghalaya,Dinner,431,14.3,60.6,15.3,Veg
Poriyal And Sambar Sabzi With Rotis,Karnataka,Dinner,403,14.8,45.7,10.4,Veg
Palya And Rice Sabzi With Rotis,Tripura,Dinner,352,15.5,55.0,11.2,Veg
Chole Bhature (Veg) Sabzi With Rotis,Nagaland,Dinner,380,12.0,54.4,10.9,Veg
Bajra Moong Dal Tadka Curry,Punjab,Dinner,652,11.8,92.2,17.4,Veg
Jharkhand Veg Kebab Platter Stew With Rice,Jharkhand,Dinner,659,13.0,106.4,19.1,Veg
Bhinda Baingan Curry Curry,Gujarat,Dinner,678,14.1,109.1,17.9,Veg
Andhra Pradesh Sambar And Rice Stew With Rice,Andhra Pradesh,Dinner,357,11.8,46.3,10.6,Veg
Telangana Baingan Curry Stew With Rice,Telangana,Dinner,543,15.2,79.6,16.1,Veg
Veg Kebab Platter Sabzi With Rotis,Gujarat,Dinner,446,18.2,69.3,14.8,Veg
Pitha Vegetable Kurma Curry,Assam,Dinner,351,12.1,42.3,12.4,Veg
Dal Fry And Dal,Punjab,Dinner,561,7.5,71.2,15.1,Veg
Sabji Mixed Veg Stew Curry,Madhya Pradesh,Dinner,432,12.7,58.1,10.6,Veg
Mixed Veg Stew And Dal,Mizoram,Dinner,610,15.0,73.0,16.3,Veg
Shorshe Moong Dal Tadka Curry,West Bengal,Dinner,614,17.2,92.0,13.9,Veg
Jharkhand Sambar And Rice Platter,Jharkhand,Dinner,620,6.0,99.5,17.2,Veg
Tripura Chole Bhature (Veg) Platter,Tripura,Dinner,350,12.7,42.7,12.1,Veg
Chole Poriyal And Sambar Curry,Delhi,Dinner,622,10.7,77.1,23.7,Veg
Tamil Nadu Baingan Curry Stew With Rice,Tamil Nadu,Dinner,468,11.8,53.7,14.0,Veg
Jammu And Kashmir Baingan Curry Stew With Rice,Jammu and Kashmir,Dinner,575,16.1,71.0,14.8,Veg
Veg Kofta Curry Sabzi With Rotis,Madhya Pradesh,Dinner,663,7.7,101.3,23.5,Veg
Baingan Curry Sabzi With Rotis,Jammu and Kashmir,Dinner,491,13.6,71.4,16.6,Veg
Chhattisgarh Kootu And Rice Stew With Rice,Chhattisgarh,Dinner,532,16.5,74.6,13.3,Veg
Nagaland Sabzi Roti Platter,Nagaland,Dinner,448,8.4,53.9,15.5,Veg
Palya And Rice Sabzi With Rotis,Nagaland,Dinner,501,12.5,72.9,13.0,Veg
Telangana Dal Fry Stew With Rice,Telangana,Dinner,503,17.7,67.4,16.9,Veg
Veg Kofta Curry Sabzi With Rotis,Punjab,Dinner,437,11.2,60.8,14.7,Veg
Uttarakhand Dal And Chapati Stew With Rice,Uttarakhand,Dinner,458,7.0,61.0,13.5,Veg
Veg Kebab Platter Sabzi With Rotis,Tripura,Dinner,634,18.4,88.2,23.6,Veg
Chhattisgarh Veg Kofta Curry Platter,Chhattisgarh,Dinner,654,13.5,92.1,24.9,Veg
Odisha Palya And Rice Platter,Odisha,Dinner,483,14.5,76.7,17.2,Veg
Dal Fry Sabzi With Rotis,Punjab,Dinner,624,12.5,73.0,19.9,Veg
Baingan Curry Sabzi With Rotis,Meghalaya,Dinner,623,19.3,73.6,18.8,Veg
Himachal Pradesh Rasam And Rice Platter,Himachal Pradesh,Dinner,442,13.5,54.8,10.8,Veg
Himachal Pradesh Dal Fry Platter,Himachal Pradesh,Dinner,473,13.5,55.2,14.7,Veg
Avarekai Kootu And Rice Curry,Karnataka,Dinner,441,6.6,60.4,16.0,Veg
Chole Bhature (Veg) Sabzi With Rotis,Telangana,Dinner,669,12.2,89.4,21.9,Veg
Bengalgram Baingan Curry Curry,Karnataka,Dinner,491,19.9,63.5,11.2,Veg
Tamil Nadu Chole Bhature (Veg) Stew With Rice,Tamil Nadu,Dinner,365,7.2,44.1,12.6,Veg
Sikkim Sambar And Rice Stew With Rice,Sikkim,Dinner,596,19.3,70.0,21.0,Veg
Haakh Rasam And Rice Curry,Jammu and Kashmir,Dinner,659,6.4,79.1,18.5,Veg
Bihar Rasam And Rice Stew With Rice,Bihar,Dinner,499,9.7,58.3,17.8,Veg
Chhole Chole Bhature (Veg) Curry,Punjab,Dinner,510,11.3,58.4,15.0,Veg
Tamil Nadu Dal Fry Platter,Tamil Nadu,Dinner,483,18.4,63.5,15.9,Veg
Karnataka Poriyal And Sambar Platter,Karnataka,Dinner,557,11.3,66.1,16.2,Veg
Meghalaya Kootu And Rice Platter,Meghalaya,Dinner,688,6.7,88.1,17.2,Veg
