Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Poriyal And Sambar Sabzi With Rotis,Maharashtra,Dinner,597,11.9,87.5,20.9,Both
Delhi Sambar And Rice Stew With Rice,Delhi,Dinner,438,12.6,56.7,10.9,Both
Bore Kootu And Rice Curry,Chhattisgarh,Dinner,745,8.7,108.6,24.6,Both
Prawn Curry Sabzi With Rotis,Rajasthan,Dinner,417,15.5,65.9,14.1,Both
Dal And Chapati Sabzi With Rotis,Jharkhand,Dinner,580,32.9,90.2,18.2,Both
Vegetable Kurma Sabzi With Rotis,Meghalaya,Dinner,729,33.5,95.3,23.8,Both
Nagaland Egg Bhurji With Rotis Stew With Rice,Nagaland,Dinner,696,25.3,87.6,22.0,Both
Shorshe Prawn Curry Curry,West Bengal,Dinner,494,17.3,78.0,12.0,Both
Chicken Korma Sabzi With Rotis,Maharashtra,Dinner,402,23.1,62.8,9.4,Both
Kadala Egg Bhurji With Rotis Curry,Odisha,Dinner,748,20.3,101.6,24.5,Both
West Bengal Poriyal And Sambar Platter,West Bengal,Dinner,527,28.0,84.4,15.1,Both
West Bengal Sabzi Roti Platter,West Bengal,Dinner,740,30.6,100.2,28.0,Both
Himachal Pradesh Chicken Korma Stew With Rice,Himachal Pradesh,Dinner,746,26.4,113.9,24.5,Both
Tripura Moong Dal Tadka Stew With Rice,Tripura,Dinner,431,32.1,67.3,12.1,Both
Pakhala Poriyal And Sambar Curry,Odisha,Dinner,737,19.0,98.4,24.3,Both
Tamil Nadu Tandoori Chicken Platter Platter,Tamil Nadu,Dinner,560,23.3,71.5,12.8,Both
Bhinda Veg Kebab Platter Curry,Gujarat,Dinner,788,13.4,116.8,17.8,Both
Moong Dal Tadka Sabzi With Rotis,Uttar Pradesh,Dinner,434,16.0,53.6,15.9,Both
Chicken Korma Sabzi With Rotis,Tripura,Dinner,476,32.0,70.5,12.1,Both
Andhra Pradesh Sabzi Roti Platter,Andhra Pradesh,Dinner,831,33.3,115.7,27.5,Both
Sundakkai Egg Bhurji With Rotis Curry,Tamil Nadu,Dinner,782,34.7,94.4,22.1,Both
Jitok Chole Bhature (Veg) Curry,Nagaland,Dinner,624,22.8,72.1,18.4,Both
Chicken Korma And Dal,Sikkim,Dinner,659,19.2,105.0,17.2,Both
Madhya Pradesh Chicken Korma Stew With Rice,Madhya Pradesh,Dinner,776,9.1,90.0,17.7,Both
Soppu Sambar And Rice Curry,Telangana,Dinner,590,18.6,85.3,22.4,Both
Andhra Pradesh Mixed Veg Stew Platter,Andhra Pradesh,Dinner,700,25.6,79.6,18.5,Both
Karnataka Sabzi Roti Stew With Rice,Karnataka,Dinner,498,26.6,74.3,17.8,Both
Prawn Curry Sabzi With Rotis,Himachal Pradesh,Dinner,707,13.6,104.7,20.6,Both
Kerala Moong Dal Tadka Stew With Rice,Kerala,Dinner,634,9.1,98.2,21.3,Both
Gujarat Palya And Rice Stew With Rice,Gujarat,Dinner,511,10.4,76.1,15.7,Both
Jammu And Kashmir Rasam And Rice Stew With Rice,Jammu and Kashmir,Dinner,794,19.6,127.7,22.4,Both
Andhra Pradesh Moong Dal Tadka Stew With Rice,Andhra Pradesh,Dinner,576,33.3,74.4,13.0,Both
Aloo Mixed Veg Stew Curry,West Bengal,Dinner,426,26.5,49.3,15.0,Both
Jammu And Kashmir Chole Bhature (Veg) Stew With Rice,Jammu and Kashmir,Dinner,460,10.1,68.1,11.6,Both
Nagaland Mutton Rogan Josh Stew With Rice,Nagaland,Dinner,715,13.2,84.4,20.6,Both
Momos Veg Kebab Platter Curry,Sikkim,Dinner,757,31.6,92.2,20.8,Both
Gujarat Mixed Veg Stew Stew With Rice,Gujarat,Dinner,438,13.0,49.4,10.8,Both
Nagaland Sabzi Roti Platter,Nagaland,Dinner,782,12.8,124.2,24.5,Both
Odisha Sabzi Roti Platter,Odisha,Dinner,465,16.6,74.3,16.6,Both
Odisha Sabzi Roti Stew With Rice,Odisha,Dinner,735,24.6,91.4,17.2,Both
Delhi Prawn Curry Stew With Rice,Delhi,Dinner,413,29.9,59.1,12.7,Both
Egg Bhurji With Rotis And Dal,Maharashtra,Dinner,469,25.9,72.6,15.4,Both
Fish Moilee And Dal,Goa,Dinner,571,27.2,88.9,15.1,Both
Saaru Baingan Curry Curry,Telangana,Dinner,569,30.2,68.2,16.7,Both
Poriyal And Sambar And Dal,Sikkim,Dinner,621,24.9,96.4,22.5,Both
Uttarakhand Moong Dal Tadka Platter,Uttarakhand,Dinner,571,9.9,86.1,18.1,Both
Kootu And Rice And Dal,Nagaland,Dinner,409,27.9,56.1,12.5,Both
Vegetable Kurma And Dal,Goa,Dinner,434,8.3,48.9,14.6,Both
Telangana Moong Dal Tadka Stew With Rice,Telangana,Dinner,724,17.7,107.4,26.5,Both
Rajasthan Dal And Chapati Stew With Rice,Rajasthan,Dinner,491,9.5,59.7,12.9,Both
Odisha Chole Bhature (Veg) Stew With Rice,Odisha,Dinner,408,10.2,62.8,15.3,Both
Chhattisgarh Rasam And Rice Stew With Rice,Chhattisgarh,Dinner,831,31.6,95.9,27.9,Both
Himachal Pradesh Veg Kebab Platter Platter,Himachal Pradesh,Dinner,444,31.0,50.4,11.9,Both
Manipur Vegetable Kurma Platter,Manipur,Dinner,492,25.8,71.9,19.1,Both
Mutton Rogan Josh Sabzi With Rotis,Bihar,Dinner,613,14.2,93.6,15.9,Both
Fara Egg Bhurji With Rotis Curry,Chhattisgarh,Dinner,759,18.9,123.2,22.3,Both
Tungrymbai Rasam And Rice Curry,Meghalaya,Dinner,413,25.5,53.5,15.5,Both
Manipur Egg Bhurji With Rotis Stew With Rice,Manipur,Dinner,613,24.9,74.7,14.1,Both
Tripura Prawn Curry Platter,Tripura,Dinner,620,33.1,79.4,14.6,Both
Chhattisgarh Sambar And Rice Stew With Rice,Chhattisgarh,Dinner,613,9.8,70.4,13.8,Both
Maharashtra Egg Bhurji With Rotis Platter,Maharashtra,Dinner,604,10.5,71.5,19.8,Both
Andhra Pradesh Sambar And Rice Platter,Andhra Pradesh,Dinner,652,22.1,93.2,17.1,Both
Palya And Rice And Dal,Punjab,Dinner,826,33.8,96.8,20.0,Both
Veg Kebab Platter And Dal,Assam,Dinner,754,34.9,114.6,20.3,Both
Mooli Mutton Rogan Josh Curry,Punjab,Dinner,570,30.1,74.2,21.6,Both
Kootu And Rice Sabzi With Rotis,Delhi,Dinner,766,22.5,117.7,22.0,Both
Himachal Pradesh Dal And Chapati Platter,Himachal Pradesh,Dinner,653,15.9,87.5,23.8,Both
Chole Bhature (Veg) And Dal,Uttarakhand,Dinner,438,32.0,54.7,14.6,Both
Sambar And Rice Sabzi With Rotis,Assam,Dinner,400,22.0,48.4,11.9,Both
Dal Fry Sabzi With Rotis,Kerala,Dinner,838,8.1,94.4,27.5,Both
Meghalaya Dal Fry Platter,Meghalaya,Dinner,449,29.9,59.6,14.4,Both
Jharkhand Dal Fry Platter,Jharkhand,Dinner,760,22.0,116.2,21.4,Both
Malpua Sabzi Roti Curry,Jharkhand,Dinner,547,28.1,80.8,20.2,Both
Palya And Rice And Dal,Tripura,Dinner,486,34.6,71.4,17.9,Both
Telangana Veg Kebab Platter Stew With Rice,Telangana,Dinner,799,25.5,124.1,18.3,Both
Nagaland Chole Bhature (Veg) Stew With Rice,Nagaland,Dinner,554,31.0,73.7,19.0,Both
Chhattisgarh Kootu And Rice Stew With Rice,Chhattisgarh,Dinner,596,22.6,91.1,22.2,Both
Delhi Egg Bhurji With Rotis Platter,Delhi,Dinner,699,20.1,88.2,17.7,Both
Jharkhand Palya And Rice Platter,Jharkhand,Dinner,677,15.9,91.1,16.0,Both
Gundruk Sambar And Rice Curry,Sikkim,Dinner,766,30.9,111.8,26.8,Both
Vegetable Kurma And Dal,Uttarakhand,Dinner,662,16.9,85.7,23.3,Both
Sabji Egg Bhurji With Rotis Curry,Madhya Pradesh,Dinner,453,22.3,55.9,12.0,Both
Tripura Prawn Curry Stew With Rice,Tripura,Dinner,703,12.5,96.2,26.6,Both
Poriyal And Sambar Sabzi With Rotis,Uttar Pradesh,Dinner,737,10.1,85.5,28.4,Both
Mixed Veg Stew And Dal,Maharashtra,Dinner,402,30.2,63.9,11.7,Both
Dal Fry And Dal,Karnataka,Dinner,718,20.0,105.1,24.4,Both
Baingan Curry And Dal,Telangana,Dinner,786,23.6,110.3,21.8,Both
Tripura Tandoori Chicken Platter Stew With Rice,Tripura,Dinner,720,17.1,105.8,26.6,Both
Chole Bhature (Veg) Sabzi With Rotis,Jammu and Kashmir,Dinner,529,18.2,84.6,15.2,Both
Mizoram Dal Fry Platter,Mizoram,Dinner,710,22.3,115.2,17.4,Both
Mosdeng Chole Bhature (Veg) Curry,Tripura,Dinner,684,27.2,84.6,16.1,Both
Manipur Dal And Chapati Stew With Rice,Manipur,Dinner,707,29.5,83.2,16.2,Both
Fish Moilee And Dal,Haryana,Dinner,438,17.7,60.6,15.3,Both
Gundruk Moong Dal Tadka Curry,Sikkim,Dinner,660,13.6,99.9,20.8,Both
Sambar And Rice And Dal,Andhra Pradesh,Dinner,412,20.4,65.2,10.7,Both
Delhi Kootu And Rice Stew With Rice,Delhi,Dinner,822,26.2,119.2,29.3,Both
Fish Moilee And Dal,Madhya Pradesh,Dinner,571,8.0,86.4,14.5,Both
Rasam And Rice And Dal,Nagaland,Dinner,733,13.9,113.9,18.8,Both
Litti Palya And Rice Curry,Bihar,Dinner,543,10.3,70.8,19.6,Both
Veg Kebab Platter Sabzi With Rotis,Punjab,Dinner,623,19.2,72.1,16.7,Both
Gahat Poriyal And Sambar Curry,Uttarakhand,Dinner,679,17.2,91.4,16.9,Both
Sabji Chicken Korma Curry,Madhya Pradesh,Dinner,430,28.6,49.8,15.8,Both
Bihar Dal Fry Stew With Rice,Bihar,Dinner,792,10.3,104.1,17.9,Both
Nagaland Sabzi Roti Stew With Rice,Nagaland,Dinner,611,26.3,92.9,22.8,Both
Manipur Rasam And Rice Platter,Manipur,Dinner,666,14.7,101.8,21.0,Both
Mutton Rogan Josh And Dal,Assam,Dinner,468,14.1,74.6,14.1,Both
Katancha Sambar And Rice Curry,Andhra Pradesh,Dinner,539,25.8,60.8,13.1,Both
Chicken Korma And Dal,Himachal Pradesh,Dinner,491,20.3,73.9,13.7,Both
Punjab Moong Dal Tadka Stew With Rice,Punjab,Dinner,699,25.1,96.5,27.0,Both
Chhattisgarh Vegetable Kurma Platter,Chhattisgarh,Dinner,583,16.9,77.2,15.9,Both
Maharashtra Poriyal And Sambar Stew With Rice,Maharashtra,Dinner,417,17.0,65.4,12.7,Both
Bihar Baingan Curry Platter,Bihar,Dinner,792,27.1,127.4,18.5,Both
Tandoori Chicken Platter And Dal,Jammu and Kashmir,Dinner,847,24.4,130.6,19.7,Both
Delhi Vegetable Kurma Platter,Delhi,Dinner,475,31.4,65.8,11.1,Both
Uttarakhand Baingan Curry Platter,Uttarakhand,Dinner,732,29.0,90.6,17.9,Both
Egg Bhurji With Rotis And Dal,Chhattisgarh,Dinner,559,15.3,86.6,19.9,Both
Kerala Kootu And Rice Platter,Kerala,Dinner,554,26.9,76.6,15.9,Both
Nagaland Tandoori Chicken Platter Platter,Nagaland,Dinner,423,22.6,57.1,10.8,Both
Moong Dal Tadka Sabzi With Rotis,Uttarakhand,Dinner,624,29.7,73.4,17.5,Both
Veg Kofta Curry Sabzi With Rotis,Jammu and Kashmir,Dinner,443,17.2,58.8,16.0,Both
Bihar Poriyal And Sambar Stew With Rice,Bihar,Dinner,642,30.8,79.8,19.9,Both
Assam Dal And Chapati Stew With Rice,Assam,Dinner,727,34.5,114.7,23.1,Both
Mixed Veg Stew And Dal,Punjab,Dinner,461,19.5,59.0,15.4,Both
Bihar Egg Bhurji With Rotis Platter,Bihar,Dinner,729,27.8,99.5,27.4,Both
Maharashtra Palya And Rice Platter,Maharashtra,Dinner,637,23.4,91.7,16.1,Both
Mutton Rogan Josh And Dal,Punjab,Dinner,421,34.6,57.0,12.1,Both
Tilkut Palya And Rice Curry,Madhya Pradesh,Dinner,583,20.4,69.7,17.4,Both
Poriyal And Sambar Sabzi With Rotis,West Bengal,Dinner,657,9.5,106.7,23.2,Both
Gujarat Sambar And Rice Stew With Rice,Gujarat,Dinner,522,14.8,65.8,20.3,Both
Assam Mixed Veg Stew Stew With Rice,Assam,Dinner,495,31.2,79.2,15.6,Both
Sarson Prawn Curry Curry,Punjab,Dinner,800,24.3,90.1,28.7,Both
Veg Kofta Curry And Dal,Odisha,Dinner,501,30.3,59.3,11.9,Both
Parathas Chole Bhature (Veg) Curry,Delhi,Dinner,500,13.2,78.5,12.5,Both
Dal Fry Sabzi With Rotis,Uttar Pradesh,Dinner,755,32.8,113.1,28.9,Both
Punjab Palya And Rice Stew With Rice,Punjab,Dinner,553,26.8,74.7,19.4,Both
Pittha Palya And Rice Curry,Jharkhand,Dinner,709,17.7,100.0,25.8,Both
Madhya Pradesh Mutton Rogan Josh Stew With Rice,Madhya Pradesh,Dinner,812,21.0,106.0,25.3,Both
Jitok Kootu And Rice Curry,Nagaland,Dinner,421,9.8,53.0,15.8,Both
Tinda Sambar And Rice Curry,Uttar Pradesh,Dinner,802,18.7,109.1,24.6,Both
Vegetable Kurma And Dal,Manipur,Dinner,614,25.1,94.6,23.7,Both
Haryana Sambar And Rice Platter,Haryana,Dinner,738,18.9,118.3,25.6,Both
Veg Kebab Platter And Dal,Meghalaya,Dinner,724,8.7,111.2,25.6,Both
Punjab Kootu And Rice Platter,Punjab,Dinner,712,31.3,107.0,16.9,Both
Makki Poriyal And Sambar Curry,Punjab,Dinner,728,28.6,104.9,16.8,Both
Chicken Korma And Dal,Jharkhand,Dinner,694,23.6,85.3,21.0,Both
Delhi Mixed Veg Stew Stew With Rice,Delhi,Dinner,661,12.1,93.9,20.3,Both
Chhattisgarh Egg Bhurji With Rotis Stew With Rice,Chhattisgarh,Dinner,799,26.0,121.1,30.8,Both
Saag Baingan Curry Curry,Jharkhand,Dinner,622,23.1,93.4,21.3,Both
Bihar Fish Moilee Stew With Rice,Bihar,Dinner,772,34.1,88.0,28.3,Both
Tinda Chicken Korma Curry,Uttar Pradesh,Dinner,440,29.7,66.4,10.6,Both
Moong Dal Tadka Sabzi With Rotis,Delhi,Dinner,583,21.3,71.3,14.0,Both
Uttarakhand Mixed Veg Stew Stew With Rice,Uttarakhand,Dinner,570,24.7,85.2,18.8,Both
Telangana Prawn Curry Stew With Rice,Telangana,Dinner,455,24.1,70.4,17.6,Both
Jharkhand Chicken Korma Stew With Rice,Jharkhand,Dinner,594,15.9,81.4,17.3,Both
Prawn Curry Sabzi With Rotis,Tripura,Dinner,554,22.6,68.0,16.0,Both
Uttarakhand Prawn Curry Stew With Rice,Uttarakhand,Dinner,406,10.9,47.3,15.1,Both
Chicken Korma Sabzi With Rotis,Punjab,Dinner,597,15.9,85.3,16.9,Both
Kulcha Dal And Chapati Curry,Delhi,Dinner,464,9.6,71.9,13.5,Both
Baingan Curry Sabzi With Rotis,Andhra Pradesh,Dinner,805,8.8,99.4,28.5,Both
Veg Kebab Platter Sabzi With Rotis,West Bengal,Dinner,679,28.0,95.5,26.0,Both
Punjab Chicken Stew Stew With Rice,Punjab,Dinner,422,15.1,53.3,15.6,Both
Baingan Rasam And Rice Curry,Uttar Pradesh,Dinner,691,27.8,83.4,18.6,Both
Rasam And Rice And Dal,Punjab,Dinner,727,23.3,95.2,23.0,Both
Dal Fry Sabzi With Rotis,Sikkim,Dinner,437,26.7,67.0,12.6,Both
Fish Moilee And Dal,Manipur,Dinner,533,26.8,65.0,14.2,Both
Chhattisgarh Dal Fry Stew With Rice,Chhattisgarh,Dinner,671,23.8,80.3,23.6,Both
Pumaloi Chicken Stew Curry,Meghalaya,Dinner,711,27.3,114.1,16.3,Both
Dal Fry Sabzi With Rotis,Assam,Dinner,784,10.2,90.2,30.1,Both
Chicken Stew And Dal,Meghalaya,Dinner,556,22.0,68.3,12.9,Both
Fish Moilee And Dal,Punjab,Dinner,531,34.3,78.9,14.9,Both
Momos Mixed Veg Stew Curry,Sikkim,Dinner,780,9.9,91.7,26.6,Both
Tripura Chole Bhature (Veg) Stew With Rice,Tripura,Dinner,419,34.1,57.9,11.8,Both
Nagaland Chicken Korma Stew With Rice,Nagaland,Dinner,740,14.8,117.5,16.5,Both
Smoked Prawn Curry Curry,Nagaland,Dinner,567,31.9,83.6,16.2,Both
Baingan Curry And Dal,Uttar Pradesh,Dinner,451,33.3,65.7,15.4,Both
Uttar Pradesh Kootu And Rice Platter,Uttar Pradesh,Dinner,812,19.6,95.8,30.0,Both
Fish Moilee Sabzi With Rotis,Haryana,Dinner,419,24.2,62.8,15.8,Both
Chicken Korma And Dal,Telangana,Dinner,598,30.1,79.6,20.4,Both
Haryana Fish Moilee Stew With Rice,Haryana,Dinner,432,12.4,53.1,16.6,Both
Mixed Veg Stew And Dal,Tamil Nadu,Dinner,572,34.5,82.2,16.4,Both
Vegetable Kurma Sabzi With Rotis,Madhya Pradesh,Dinner,731,29.6,118.2,21.0,Both
Sarson Mixed Veg Stew Curry,Haryana,Dinner,601,32.1,72.9,18.4,Both
Jitok Mutton Rogan Josh Curry,Nagaland,Dinner,560,34.5,77.3,21.7,Both
Nagaland Prawn Curry Stew With Rice,Nagaland,Dinner,588,8.2,88.6,22.1,Both
Punjab Poriyal And Sambar Platter,Punjab,Dinner,518,18.7,66.9,15.4,Both
Maharashtra Palya And Rice Stew With Rice,Maharashtra,Dinner,639,15.7,101.4,24.4,Both
Punjab Baingan Curry Platter,Punjab,Dinner,635,32.4,89.6,22.0,Both
Smoked Palya And Rice Curry,Nagaland,Dinner,682,16.4,88.9,26.2,Both
Saaru Chicken Stew Curry,Telangana,Dinner,645,33.0,94.2,20.4,Both
Chicken Korma Sabzi With Rotis,Kerala,Dinner,438,25.4,59.3,11.0,Both
Mixed Veg Stew Sabzi With Rotis,Uttar Pradesh,Dinner,559,24.9,86.4,17.2,Both
Andhra Pradesh Vegetable Kurma Stew With Rice,Andhra Pradesh,Dinner,470,27.5,58.2,12.2,Both
Bhatt Kootu And Rice Curry,Uttarakhand,Dinner,407,11.1,50.1,11.0,Both
Sambar And Rice Sabzi With Rotis,Haryana,Dinner,638,25.3,87.8,23.5,Both
Vendakkai Baingan Curry Curry,Tamil Nadu,Dinner,468,32.1,75.2,10.6,Both
Kootu And Rice And Dal,Manipur,Dinner,688,20.6,98.8,22.7,Both
Jharkhand Prawn Curry Platter,Jharkhand,Dinner,579,18.9,82.3,19.1,Both
Haryana Palya And Rice Stew With Rice,Haryana,Dinner,837,20.1,112.3,22.6,Both
Chole Bhature (Veg) And Dal,Jharkhand,Dinner,761,18.9,93.9,22.1,Both
Sabzi Roti And Dal,Tamil Nadu,Dinner,842,15.6,108.0,27.9,Both
Baingan Curry Sabzi With Rotis,Mizoram,Dinner,433,11.9,67.0,15.6,Both
Mooli Dal Fry Curry,Punjab,Dinner,589,33.2,87.6,15.4,Both
Veg Kebab Platter And Dal,Karnataka,Dinner,557,26.3,88.0,16.2,Both
Sabzi Roti And Dal,Assam,Dinner,669,29.8,94.7,24.9,Both
Meghalaya Mixed Veg Stew Stew With Rice,Meghalaya,Dinner,632,11.5,89.5,23.7,Both
Bora Mixed Veg Stew Curry,Assam,Dinner,405,12.9,51.7,10.4,Both
Parathas Poriyal And Sambar Curry,Delhi,Dinner,675,27.5,85.6,19.2,Both
Dal And Chapati And Dal,Chhattisgarh,Dinner,636,25.5,87.4,23.3,Both
Delhi Mutton Rogan Josh Platter,Delhi,Dinner,542,9.3,65.2,16.4,Both
Punjab Fish Moilee Platter,Punjab,Dinner,557,33.3,75.0,20.0,Both
Chole Bhature (Veg) And Dal,Bihar,Dinner,675,28.4,102.5,23.3,Both
Phagshapa Vegetable Kurma Curry,Sikkim,Dinner,701,19.3,112.9,24.2,Both
Kootu And Rice And Dal,West Bengal,Dinner,728,25.1,85.6,22.4,Both
Meghalaya Fish Moilee Stew With Rice,Meghalaya,Dinner,567,31.1,67.2,14.6,Both
Kela Moong Dal Tadka Curry,Uttar Pradesh,Dinner,705,20.3,107.8,24.2,Both
Sabzi Roti And Dal,Jharkhand,Dinner,826,16.3,119.4,23.0,Both
Gujarat Dal Fry Stew With Rice,Gujarat,Dinner,453,29.0,56.9,11.2,Both
Maharashtra Baingan Curry Platter,Maharashtra,Dinner,493,23.5,69.1,14.1,Both
Mui Kootu And Rice Curry,Tripura,Dinner,575,29.3,91.0,14.3,Both
Mixed Veg Stew And Dal,Delhi,Dinner,672,17.6,86.4,25.3,Both
Sambar And Rice Sabzi With Rotis,Bihar,Dinner,557,12.2,83.4,19.6,Both
Poriyal And Sambar Sabzi With Rotis,Tamil Nadu,Dinner,401,19.3,63.2,11.6,Both
Poriyal And Sambar And Dal,Madhya Pradesh,Dinner,431,33.8,67.4,10.3,Both
Kerala Sabzi Roti Platter,Kerala,Dinner,776,23.5,102.4,28.1,Both
Chhattisgarh Chole Bhature (Veg) Stew With Rice,Chhattisgarh,Dinner,529,15.4,68.8,13.7,Both
Kerala Chicken Stew Platter,Kerala,Dinner,782,8.9,90.3,27.7,Both
Vegetable Kurma Sabzi With Rotis,Telangana,Dinner,756,34.0,102.7,18.4,Both
Bihar Mutton Rogan Josh Platter,Bihar,Dinner,414,17.1,55.5,10.8,Both
Karnataka Chicken Korma Stew With Rice,Karnataka,Dinner,484,11.9,65.7,15.7,Both
Jharkhand Rasam And Rice Platter,Jharkhand,Dinner,604,21.1,76.8,18.9,Both
Bihar Sabzi Roti Stew With Rice,Bihar,Dinner,753,25.3,109.9,23.4,Both
Gujarat Fish Moilee Platter,Gujarat,Dinner,432,29.8,49.3,12.1,Both
Prawn Curry Sabzi With Rotis,Manipur,Dinner,586,32.9,70.7,15.1,Both
Assam Rasam And Rice Stew With Rice,Assam,Dinner,810,8.8,117.6,26.5,Both
Punjab Moong Dal Tadka Platter,Punjab,Dinner,528,19.1,66.8,12.7,Both
Poriyal And Sambar And Dal,Himachal Pradesh,Dinner,780,17.9,112.4,19.0,Both
Vegetable Kurma Sabzi With Rotis,Chhattisgarh,Dinner,428,11.6,67.2,11.6,Both
Palya And Rice And Dal,Bihar,Dinner,559,20.8,73.5,12.9,Both
Arbi Veg Kebab Platter Curry,Jharkhand,Dinner,700,28.2,105.3,18.6,Both
Assam Veg Kofta Curry Stew With Rice,Assam,Dinner,612,20.4,95.7,17.0,Both
Rasam And Rice And Dal,Gujarat,Dinner,818,13.0,122.8,23.6,Both
Chhattisgarh Prawn Curry Stew With Rice,Chhattisgarh,Dinner,774,14.4,120.4,25.9,Both
Assam Egg Bhurji With Rotis Stew With Rice,Assam,Dinner,660,17.1,80.2,21.3,Both
Chicken Korma And Dal,Maharashtra,Dinner,439,18.9,55.8,10.8,Both
Telangana Kootu And Rice Platter,Telangana,Dinner,679,14.9,95.1,18.8,Both
Mutton Rogan Josh And Dal,Delhi,Dinner,591,26.4,71.3,19.7,Both
Manipur Sambar And Rice Stew With Rice,Manipur,Dinner,816,29.7,111.1,21.1,Both
Delhi Tandoori Chicken Platter Stew With Rice,Delhi,Dinner,493,31.0,65.7,14.3,Both
Sikkim Fish Moilee Stew With Rice,Sikkim,Dinner,701,18.0,90.6,16.2,Both
Poriyal And Sambar Sabzi With Rotis,Kerala,Dinner,715,13.4,95.1,25.6,Both
Punjab Mutton Rogan Josh Stew With Rice,Punjab,Dinner,418,14.3,51.7,14.9,Both
Punjab Kootu And Rice Stew With Rice,Punjab,Dinner,547,20.1,66.4,19.7,Both
Parathas Prawn Curry Curry,Delhi,Dinner,821,19.2,128.3,26.6,Both
Vegetable Kurma And Dal,Nagaland,Dinner,472,28.3,53.8,14.2,Both
Karnataka Chicken Korma Platter,Karnataka,Dinner,819,28.3,116.7,25.9,Both
Sawhchiar Sambar And Rice Curry,Mizoram,Dinner,584,24.3,69.7,17.7,Both
Kootu And Rice And Dal,Meghalaya,Dinner,452,29.6,73.4,11.8,Both
Uttar Pradesh Sabzi Roti Stew With Rice,Uttar Pradesh,Dinner,496,29.0,60.4,18.7,Both
Poha Moong Dal Tadka Curry,Madhya Pradesh,Dinner,740,18.7,113.4,28.6,Both
Palya And Rice And Dal,Meghalaya,Dinner,488,28.9,62.1,15.7,Both
Chhattisgarh Mixed Veg Stew Platter,Chhattisgarh,Dinner,604,16.9,79.0,14.0,Both
Dal And Chapati And Dal,Odisha,Dinner,839,21.7,136.2,29.7,Both
Veg Kofta Curry And Dal,Bihar,Dinner,716,33.4,101.3,27.1,Both
Haryana Prawn Curry Platter,Haryana,Dinner,833,15.8,112.5,18.6,Both
Mooli Dal And Chapati Curry,Punjab,Dinner,453,31.0,54.5,11.6,Both
Veg Kofta Curry And Dal,Assam,Dinner,475,12.9,55.8,12.0,Both
Dal Fry Sabzi With Rotis,Chhattisgarh,Dinner,453,20.2,53.2,15.1,Both
Chhattisgarh Baingan Curry Platter,Chhattisgarh,Dinner,567,8.4,84.6,14.8,Both
Veg Kebab Platter Sabzi With Rotis,Sikkim,Dinner,756,19.9,88.0,25.3,Both
Palya And Rice And Dal,Sikkim,Dinner,788,17.4,106.2,18.6,Both
Moong Dal Tadka Sabzi With Rotis,West Bengal,Dinner,659,33.5,79.6,18.0,Both
Assam Veg Kebab Platter Platter,Assam,Dinner,745,12.0,98.6,23.3,Both
Chhattisgarh Tandoori Chicken Platter Platter,Chhattisgarh,Dinner,752,9.1,119.5,28.4,Both
Palya And Rice And Dal,Goa,Dinner,705,24.3,83.1,19.2,Both
Soppu Veg Kebab Platter Curry,Rajasthan,Dinner,664,34.1,78.4,17.2,Both
Sambar And Rice And Dal,Madhya Pradesh,Dinner,619,30.3,79.5,16.2,Both
Bimmas Mutton Rogan Josh Curry,Telangana,Dinner,710,28.3,110.2,27.2,Both
Palya And Rice Sabzi With Rotis,Meghalaya,Dinner,817,28.7,104.3,18.2,Both
Manipur Chole Bhature (Veg) Platter,Manipur,Dinner,618,20.1,73.9,14.3,Both
Chicken Stew And Dal,Karnataka,Dinner,433,24.6,69.9,14.3,Both
Uttarakhand Veg Kofta Curry Platter,Uttarakhand,Dinner,753,33.3,99.2,20.0,Both
Punjab Dal Fry Stew With Rice,Punjab,Dinner,586,17.3,91.6,17.4,Both
Uttar Pradesh Rasam And Rice Stew With Rice,Uttar Pradesh,Dinner,622,11.0,91.9,19.4,Both
Nagaland Moong Dal Tadka Stew With Rice,Nagaland,Dinner,464,30.8,63.3,12.5,Both
Madhya Pradesh Veg Kebab Platter Platter,Madhya Pradesh,Dinner,445,15.0,58.0,14.8,Both
Vellari Egg Bhurji With Rotis Curry,Kerala,Dinner,746,27.7,92.1,20.7,Both
Uttar Pradesh Poriyal And Sambar Platter,Uttar Pradesh,Dinner,459,33.4,55.0,14.9,Both
Odisha Mutton Rogan Josh Platter,Odisha,Dinner,583,22.5,85.5,16.5,Both
Tripura Chicken Korma Platter,Tripura,Dinner,764,25.5,123.7,19.9,Both
Veg Kebab Platter Sabzi With Rotis,Tripura,Dinner,657,21.4,76.4,23.5,Both
Jadoh Veg Kebab Platter Curry,Meghalaya,Dinner,705,28.4,91.5,18.0,Both
Punjab Baingan Curry Stew With Rice,Punjab,Dinner,666,24.6,91.7,22.1,Both
Jharkhand Moong Dal Tadka Platter,Jharkhand,Dinner,710,23.5,96.3,17.6,Both
Vellarikka Palya And Rice Curry,Rajasthan,Dinner,534,12.3,62.0,14.1,Both
Shorshe Mutton Rogan Josh Curry,West Bengal,Dinner,798,18.0,119.5,26.9,Both
Sikkim Veg Kofta Curry Stew With Rice,Sikkim,Dinner,636,19.6,101.2,22.6,Both
Sabzi Roti And Dal,Rajasthan,Dinner,815,24.4,104.7,27.2,Both
