Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Saaru Fish Cutlet Fritters,Telangana,Snack,159,29.3,23.8,4.7,Non-Veg
Delhi Chicken Tikka Roll Chaat,Delhi,Snack,244,33.0,36.4,8.8,Non-Veg
Andhra Pradesh Chicken 65 Chaat,Andhra Pradesh,Snack,167,30.3,22.4,5.7,Non-Veg
Meghalaya Chicken Tikka Roll Chaat,Meghalaya,Snack,274,33.2,34.9,7.3,Non-Veg
Shyaphale Chicken 65 Fritters,Sikkim,Snack,354,24.8,41.3,8.7,Non-Veg
Karela Chicken 65 Cutlet,Bihar,Snack,227,27.6,25.7,5.7,Non-Veg
Prawn Sukka & Chutney (Mooli),Punjab,Snack,289,40.9,35.3,6.8,Non-Veg
Delhi Mutton Samosa Chaat,Delhi,Snack,243,21.0,38.8,8.8,Non-Veg
Chicken Tikka Roll & Chutney (Chaat),Delhi,Snack,247,37.0,35.6,8.8,Non-Veg
Khatta Egg Pakora Fritters,Himachal Pradesh,Snack,321,34.3,36.2,7.6,Non-Veg
Chhole Mutton Samosa Fritters,Punjab,Snack,181,40.8,27.7,6.4,Non-Veg
Saag Fish Cutlet Cutlet,Jharkhand,Snack,303,23.6,38.7,9.2,Non-Veg
Karnataka Prawn Sukka Chaat,Karnataka,Snack,179,31.1,25.4,4.0,Non-Veg
Chaulai Mutton Samosa Fritters,Haryana,Snack,150,34.3,18.9,3.5,Non-Veg
Surti Chicken Tikka Roll Cutlet,Gujarat,Snack,219,27.9,26.0,7.7,Non-Veg
Egg Pakora Rolls,Madhya Pradesh,Snack,266,38.1,30.3,6.9,Non-Veg
Chha Gosht (Veg Style) Mutton Samosa Cutlet,Himachal Pradesh,Snack,298,35.3,48.0,8.9,Non-Veg
Fish Cutlet Rolls,Karnataka,Snack,363,29.6,44.9,10.6,Non-Veg
Jadoh Prawn Curry Curry,Meghalaya,Dinner,780,33.9,101.3,29.4,Non-Veg
Bihar Fish Moilee Stew With Rice,Bihar,Dinner,723,35.1,104.6,19.6,Non-Veg
Mutton Rogan Josh Sabzi With Rotis,Meghalaya,Dinner,469,29.7,59.5,10.9,Non-Veg
Madhya Pradesh Chicken Stew Platter,Madhya Pradesh,Dinner,603,41.9,79.3,19.8,Non-Veg
Chhattisgarh Chicken Korma Platter,Chhattisgarh,Dinner,579,32.9,78.7,21.5,Non-Veg
Rajasthan Prawn Curry Stew With Rice,Rajasthan,Dinner,858,31.7,128.8,25.4,Non-Veg
Chicken Korma Sabzi With Rotis,Mizoram,Dinner,608,34.9,93.0,21.8,Non-Veg
Mutton Rogan Josh And Dal,Himachal Pradesh,Dinner,487,31.1,68.8,17.0,Non-Veg
Punjab Mutton Rogan Josh Stew With Rice,Punjab,Dinner,537,43.0,67.6,14.6,Non-Veg
Khlem Chicken Stew Curry,Meghalaya,Dinner,593,25.7,73.6,19.7,Non-Veg
Haryana Tandoori Chicken Platter Platter,Haryana,Dinner,641,43.5,79.4,24.8,Non-Veg
Assam Chicken Korma Stew With Rice,Assam,Dinner,634,26.1,71.4,24.0,Non-Veg
Kerala Chicken Stew Platter,Kerala,Dinner,646,35.7,104.3,16.7,Non-Veg
Bihar Tandoori Chicken Platter Stew With Rice,Bihar,Dinner,875,31.4,103.0,26.1,Non-Veg
Chila Chicken Korma Curry,Chhattisgarh,Dinner,589,32.7,87.4,14.6,Non-Veg
Himachal Pradesh Fish Moilee Platter,Himachal Pradesh,Dinner,889,28.2,129.4,32.1,Non-Veg
Chicken Korma And Dal,Telangana,Dinner,789,22.3,116.4,30.6,Non-Veg
Rajasthan Chicken Stew Platter,Rajasthan,Dinner,841,32.0,120.2,24.9,Non-Veg
Kerala Prawn Curry Stew With Rice,Kerala,Dinner,778,22.5,121.5,28.0,Non-Veg
Egg Bhurji With Rotis Sabzi With Rotis,Madhya Pradesh,Dinner,648,23.4,73.7,21.9,Non-Veg
Chhattisgarh Egg Bhurji With Rotis Platter,Chhattisgarh,Dinner,651,27.6,80.0,20.9,Non-Veg
Egg Bhurji With Rotis And Dal,Tripura,Dinner,789,44.4,114.2,22.3,Non-Veg
Chicken Korma Sabzi With Rotis,Tamil Nadu,Dinner,578,36.5,78.8,20.9,Non-Veg
Andhra Pradesh Tandoori Chicken Platter Platter,Andhra Pradesh,Dinner,748,44.1,97.7,18.2,Non-Veg
Punjab Chicken Korma Stew With Rice,Punjab,Dinner,538,29.7,62.0,12.4,Non-Veg
Karnataka Chicken Korma Stew With Rice,Karnataka,Dinner,667,21.8,77.4,21.3,Non-Veg
Surti Egg Bhurji With Rotis Curry,Gujarat,Dinner,769,35.7,89.7,29.2,Non-Veg
Delhi Fish Moilee Stew With Rice,Delhi,Dinner,734,32.8,106.6,18.7,Non-Veg
Chicken Stew And Dal,Delhi,Dinner,841,37.0,134.6,31.5,Non-Veg
Egg Bhurji With Rotis And Dal,Punjab,Dinner,795,43.3,92.4,21.2,Non-Veg
Punjab Egg Bhurji With Rotis Stew With Rice,Punjab,Dinner,771,26.1,125.0,28.1,Non-Veg
Chicken Stew And Dal,West Bengal,Dinner,514,44.7,77.7,16.0,Non-Veg
Telangana Fish Moilee Stew With Rice,Telangana,Dinner,719,38.2,95.2,19.4,Non-Veg
Assam Prawn Curry Stew With Rice,Assam,Dinner,547,30.3,82.4,18.4,Non-Veg
Egg Bhurji With Rotis Sabzi With Rotis,Odisha,Dinner,612,42.8,87.5,14.3,Non-Veg
Prawn Curry And Dal,Delhi,Dinner,525,25.6,74.2,12.3,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Chhattisgarh,Dinner,853,42.5,102.3,31.6,Non-Veg
Prawn Curry And Dal,Meghalaya,Dinner,758,26.0,107.4,24.5,Non-Veg
Malpua Egg Bhurji With Rotis Curry,Jharkhand,Dinner,544,42.7,72.5,14.4,Non-Veg
Egg Bhurji With Rotis And Dal,Nagaland,Dinner,488,27.7,78.6,12.6,Non-Veg
Odisha Chicken Stew Stew With Rice,Odisha,Dinner,462,28.0,63.5,10.9,Non-Veg
Lauki Chicken Stew Curry,Uttar Pradesh,Dinner,850,37.4,128.4,31.8,Non-Veg
Fish Moilee And Dal,Tripura,Dinner,476,24.3,62.0,11.4,Non-Veg
Bimmas Mutton Rogan Josh Curry,Telangana,Dinner,536,22.9,65.1,18.4,Non-Veg
Bihar Prawn Curry Stew With Rice,Bihar,Dinner,615,32.7,71.4,21.8,Non-Veg
Bhaji Egg Bhurji With Rotis Curry,Maharashtra,Dinner,751,34.2,102.9,26.3,Non-Veg
Nagaland Prawn Curry Platter,Nagaland,Dinner,700,41.3,89.8,19.6,Non-Veg
Prawn Curry And Dal,Gujarat,Dinner,720,30.6,115.6,20.7,Non-Veg
Prawn Curry And Dal,Sikkim,Dinner,636,43.7,80.8,23.1,Non-Veg
Gujarat Fish Moilee Stew With Rice,Gujarat,Dinner,635,29.9,79.4,22.0,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Goa,Dinner,579,44.9,81.3,17.8,Non-Veg
Chicken Korma Sabzi With Rotis,Rajasthan,Dinner,799,37.9,110.9,18.9,Non-Veg
Prawn Curry Sabzi With Rotis,Sikkim,Dinner,728,28.7,88.6,21.9,Non-Veg
Tamil Nadu Mutton Rogan Josh Platter,Tamil Nadu,Dinner,601,23.4,81.7,21.7,Non-Veg
Prawn Curry Sabzi With Rotis,Karnataka,Dinner,670,39.1,82.4,19.3,Non-Veg
Karnataka Fish Moilee Platter,Karnataka,Dinner,496,37.1,56.3,18.9,Non-Veg
Uttarakhand Mutton Rogan Josh Stew With Rice,Uttarakhand,Dinner,605,37.2,91.3,20.6,Non-Veg
Prawn Curry Sabzi With Rotis,Telangana,Dinner,456,25.2,51.5,13.6,Non-Veg
Pappu Fish Moilee Curry,Telangana,Dinner,784,33.2,88.3,29.2,Non-Veg
Chicken Stew Sabzi With Rotis,Manipur,Dinner,619,40.2,87.4,23.9,Non-Veg
Egg Bhurji With Rotis Sabzi With Rotis,Mizoram,Dinner,507,41.8,75.0,13.1,Non-Veg
Chicken Korma And Dal,Odisha,Dinner,691,38.2,88.3,18.2,Non-Veg
Parathas Mutton Rogan Josh Curry,Delhi,Dinner,482,43.6,63.6,14.2,Non-Veg
Vellarikai Mutton Rogan Josh Curry,Tamil Nadu,Dinner,603,23.6,96.3,21.7,Non-Veg
Maharashtra Egg Bhurji With Rotis Stew With Rice,Maharashtra,Dinner,499,23.0,56.3,17.9,Non-Veg
Egg Bhurji With Rotis And Dal,Sikkim,Dinner,662,22.5,98.3,16.9,Non-Veg
Chicken Korma Sabzi With Rotis,Uttar Pradesh,Dinner,807,26.1,97.4,26.8,Non-Veg
Nadru Mutton Rogan Josh Curry,Jammu and Kashmir,Dinner,683,36.2,98.6,17.9,Non-Veg
Himachal Pradesh Chicken Stew Stew With Rice,Himachal Pradesh,Dinner,539,43.5,80.7,18.1,Non-Veg
Jharkhand Chicken Stew Stew With Rice,Jharkhand,Dinner,618,39.4,94.8,17.0,Non-Veg
Prawn Curry Sabzi With Rotis,Manipur,Dinner,728,33.8,88.3,16.7,Non-Veg
Kosambari Prawn Curry Curry,Karnataka,Dinner,571,20.5,90.2,16.1,Non-Veg
Uttarakhand Egg Bhurji With Rotis Platter,Uttarakhand,Dinner,691,22.9,96.5,16.1,Non-Veg
Gahat Chicken Korma Curry,Uttarakhand,Dinner,562,29.2,83.0,21.5,Non-Veg
Chhinam Chicken Stew Curry,Mizoram,Dinner,616,38.4,80.2,17.9,Non-Veg
Prawn Curry And Dal,Uttar Pradesh,Dinner,504,37.0,76.5,19.5,Non-Veg
Egg Bhurji With Rotis Sabzi With Rotis,Meghalaya,Dinner,838,28.3,111.5,20.6,Non-Veg
Chaat Chicken Stew Curry,Delhi,Dinner,450,33.7,72.7,16.4,Non-Veg
Egg Bhurji With Rotis And Dal,Goa,Dinner,899,28.7,142.9,22.5,Non-Veg
Chicken Korma Sabzi With Rotis,Andhra Pradesh,Dinner,717,34.9,94.1,16.0,Non-Veg
Bhaji Fish Moilee Curry,Goa,Dinner,833,21.8,121.7,27.3,Non-Veg
Egg Bhurji With Rotis Sabzi With Rotis,Delhi,Dinner,618,37.4,98.4,23.1,Non-Veg
Chicken Korma Sabzi With Rotis,Delhi,Dinner,698,38.7,109.3,23.4,Non-Veg
Chicken Korma Sabzi With Rotis,Uttarakhand,Dinner,779,44.1,109.5,25.3,Non-Veg
Bihar Egg Bhurji With Rotis Stew With Rice,Bihar,Dinner,847,25.9,119.7,24.4,Non-Veg
Rajasthan Mutton Rogan Josh Platter,Rajasthan,Dinner,690,25.9,97.9,22.4,Non-Veg
Arbi Chicken Korma Curry,Jharkhand,Dinner,800,42.5,116.4,29.4,Non-Veg
Haryana Chicken Stew Stew With Rice,Haryana,Dinner,747,42.6,90.4,21.9,Non-Veg
Baingan Tandoori Chicken Platter Curry,Bihar,Dinner,602,39.2,92.7,23.3,Non-Veg
Tandoori Chicken Platter And Dal,Andhra Pradesh,Dinner,582,26.2,82.3,21.9,Non-Veg
Gujarat Egg Bhurji With Rotis Platter,Gujarat,Dinner,813,41.6,121.6,24.3,Non-Veg
Jharkhand Tandoori Chicken Platter Platter,Jharkhand,Dinner,887,27.9,122.3,23.0,Non-Veg
Kang Prawn Curry Curry,Manipur,Dinner,486,29.5,67.5,18.9,Non-Veg
Gujarat Chicken Stew Stew With Rice,Gujarat,Dinner,479,44.9,69.5,11.4,Non-Veg
Chicken Korma And Dal,Manipur,Dinner,900,43.0,129.9,22.9,Non-Veg
Manipur Mutton Rogan Josh Stew With Rice,Manipur,Dinner,561,29.7,67.5,14.3,Non-Veg
Tripura Tandoori Chicken Platter Platter,Tripura,Dinner,570,42.6,75.8,18.3,Non-Veg
Uttar Pradesh Fish Moilee Platter,Uttar Pradesh,Dinner,822,24.7,96.1,32.0,Non-Veg
Khlem Mutton Rogan Josh Curry,Meghalaya,Dinner,584,34.9,67.3,14.3,Non-Veg
Bimmas Fish Moilee Curry,Telangana,Dinner,599,30.6,85.7,22.2,Non-Veg
Bore Fish Moilee Curry,Chhattisgarh,Dinner,805,31.3,130.4,30.1,Non-Veg
Telangana Mutton Rogan Josh Stew With Rice,Telangana,Dinner,578,21.8,77.1,15.8,Non-Veg
Khatta Chicken Korma Curry,Himachal Pradesh,Dinner,859,29.8,129.5,20.6,Non-Veg
Chhattisgarh Fish Moilee Platter,Chhattisgarh,Dinner,694,36.9,104.3,15.6,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Jammu and Kashmir,Dinner,601,27.1,84.4,16.9,Non-Veg
Singju Mutton Rogan Josh Curry,Manipur,Dinner,865,43.5,122.4,20.0,Non-Veg
Chana Fish Moilee Curry,Odisha,Dinner,705,32.2,98.3,25.1,Non-Veg
Chicken Korma Sabzi With Rotis,Haryana,Dinner,699,30.2,113.1,22.3,Non-Veg
Saag Mutton Rogan Josh Curry,Jharkhand,Dinner,716,24.4,107.1,18.8,Non-Veg
Prawn Curry Sabzi With Rotis,Chhattisgarh,Dinner,544,43.7,66.2,12.7,Non-Veg
Poha Chicken Stew Curry,Madhya Pradesh,Dinner,684,39.3,78.2,22.5,Non-Veg
Himachal Pradesh Prawn Curry Stew With Rice,Himachal Pradesh,Dinner,505,24.3,58.2,16.1,Non-Veg
Khandvi Chicken Stew Curry,Gujarat,Dinner,673,35.0,105.8,25.2,Non-Veg
Nagaland Tandoori Chicken Platter Stew With Rice,Nagaland,Dinner,643,39.6,91.9,15.5,Non-Veg
Chicken Stew Sabzi With Rotis,Delhi,Dinner,531,24.3,70.8,19.5,Non-Veg
Egg Bhurji With Rotis Sabzi With Rotis,Uttarakhand,Dinner,784,31.6,117.5,19.8,Non-Veg
Vawksa Mutton Rogan Josh Curry,Mizoram,Dinner,615,32.3,85.8,22.8,Non-Veg
Meghalaya Fish Moilee Platter,Meghalaya,Dinner,549,23.8,80.8,16.9,Non-Veg
Tripura Tandoori Chicken Platter Stew With Rice,Tripura,Dinner,745,33.8,117.4,19.8,Non-Veg
Bamboo Prawn Curry Curry,Tripura,Dinner,520,38.5,65.5,15.1,Non-Veg
Egg Bhurji With Rotis And Dal,Delhi,Dinner,875,43.8,117.7,29.6,Non-Veg
Mooli Chicken Korma Curry,Punjab,Dinner,561,31.3,76.2,14.8,Non-Veg
Assam Egg Bhurji With Rotis Platter,Assam,Dinner,451,40.3,66.5,12.1,Non-Veg
Prawn Curry Sabzi With Rotis,Jharkhand,Dinner,654,33.1,99.6,16.0,Non-Veg
Fish Moilee And Dal,Meghalaya,Dinner,837,29.4,99.2,19.0,Non-Veg
Fish Moilee And Dal,Uttar Pradesh,Dinner,667,20.8,88.0,22.8,Non-Veg
Jammu And Kashmir Egg Bhurji With Rotis Stew With Rice,Jammu and Kashmir,Dinner,879,44.1,116.5,24.0,Non-Veg
Assam Chicken Korma Platter,Assam,Dinner,523,31.7,72.5,19.4,Non-Veg
Gahat Fish Moilee Curry,Uttarakhand,Dinner,634,26.0,83.2,21.3,Non-Veg
Chicken Korma And Dal,Karnataka,Dinner,759,22.1,108.8,25.5,Non-Veg
Jammu And Kashmir Mutton Rogan Josh Platter,Jammu and Kashmir,Dinner,510,31.8,75.0,18.0,Non-Veg
Prawn Curry And Dal,Manipur,Dinner,470,32.0,68.1,16.1,Non-Veg
Chakko Prawn Curry Curry,Kerala,Dinner,565,30.6,79.0,16.1,Non-Veg
Egg Bhurji With Rotis And Dal,Madhya Pradesh,Dinner,781,42.8,104.0,26.1,Non-Veg
Uttar Pradesh Mutton Rogan Josh Stew With Rice,Uttar Pradesh,Dinner,476,36.9,54.8,11.4,Non-Veg
Haakh Tandoori Chicken Platter Curry,Jammu and Kashmir,Dinner,456,29.3,54.7,15.2,Non-Veg
Egg Bhurji With Rotis And Dal,Maharashtra,Dinner,692,26.7,93.8,23.4,Non-Veg
Chak-Hao Chicken Korma Curry,Manipur,Dinner,614,34.9,92.1,18.3,Non-Veg
Chicken Stew Sabzi With Rotis,Haryana,Dinner,789,37.0,113.0,27.3,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Manipur,Dinner,657,27.1,85.4,22.5,Non-Veg
Madhya Pradesh Chicken Stew Stew With Rice,Madhya Pradesh,Dinner,572,31.5,86.7,18.6,Non-Veg
Chicken Korma And Dal,Rajasthan,Dinner,829,34.3,125.7,26.8,Non-Veg
Chicken Korma And Dal,Meghalaya,Dinner,473,40.0,65.5,15.4,Non-Veg
Bihar Egg Bhurji With Rotis Platter,Bihar,Dinner,751,35.3,103.8,19.3,Non-Veg
Chhole Chicken Korma Curry,Punjab,Dinner,595,38.4,87.0,17.6,Non-Veg
Punjab Chicken Stew Stew With Rice,Punjab,Dinner,735,30.9,89.4,20.9,Non-Veg
Chicken Stew Sabzi With Rotis,Rajasthan,Dinner,505,22.4,59.8,17.0,Non-Veg
Kerala Tandoori Chicken Platter Platter,Kerala,Dinner,891,21.8,124.0,25.9,Non-Veg
Odisha Egg Bhurji With Rotis Platter,Odisha,Dinner,614,34.9,94.2,14.4,Non-Veg
West Bengal Chicken Korma Platter,West Bengal,Dinner,790,25.2,121.2,23.5,Non-Veg
Bamboo Fish Moilee Curry,Tripura,Dinner,529,23.7,82.2,14.1,Non-Veg
Egg Bhurji With Rotis And Dal,West Bengal,Dinner,885,28.3,123.8,22.1,Non-Veg
Egg Bhurji With Rotis And Dal,Chhattisgarh,Dinner,762,23.5,88.2,26.6,Non-Veg
Chaulai Prawn Curry Curry,Haryana,Dinner,593,31.2,78.2,16.1,Non-Veg
Fish Moilee And Dal,Chhattisgarh,Dinner,730,43.0,107.0,28.2,Non-Veg
Uttarakhand Fish Moilee Stew With Rice,Uttarakhand,Dinner,684,24.6,88.4,15.7,Non-Veg
Chicken Stew Sabzi With Rotis,Punjab,Dinner,678,41.6,104.7,22.1,Non-Veg
Goa Egg Bhurji With Rotis Platter,Goa,Dinner,718,31.5,97.7,19.5,Non-Veg
Tinda Egg Bhurji With Rotis Curry,Uttar Pradesh,Dinner,485,25.9,54.7,18.2,Non-Veg
Soppu Chicken Korma Curry,Telangana,Dinner,695,35.1,92.8,24.6,Non-Veg
West Bengal Prawn Curry Stew With Rice,West Bengal,Dinner,733,40.1,87.5,17.9,Non-Veg
Himachal Pradesh Fish Moilee Stew With Rice,Himachal Pradesh,Dinner,664,28.4,83.1,15.1,Non-Veg
Uttar Pradesh Fish Moilee Stew With Rice,Uttar Pradesh,Dinner,811,23.3,117.0,22.1,Non-Veg
Mutton Rogan Josh Sabzi With Rotis,Rajasthan,Dinner,863,42.1,125.2,30.0,Non-Veg
Assam Mutton Rogan Josh Platter,Assam,Dinner,532,27.1,72.0,19.6,Non-Veg
Odisha Fish Moilee Stew With Rice,Odisha,Dinner,489,25.2,72.1,14.9,Non-Veg
Delhi Fish Moilee Platter,Delhi,Dinner,652,30.4,83.7,24.1,Non-Veg
West Bengal Egg Bhurji With Rotis Platter,West Bengal,Dinner,642,25.8,86.1,21.8,Non-Veg
Haryana Mutton Rogan Josh Platter,Haryana,Dinner,887,33.8,122.9,24.7,Non-Veg
Chicken Stew And Dal,Jharkhand,Dinner,719,39.0,87.2,22.0,Non-Veg
Maharashtra Tandoori Chicken Platter Platter,Maharashtra,Dinner,618,23.9,77.0,20.6,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Punjab,Dinner,893,42.6,104.5,30.8,Non-Veg
Fish Moilee Sabzi With Rotis,Delhi,Dinner,894,30.8,117.6,26.4,Non-Veg
Fish Moilee And Dal,Haryana,Dinner,519,30.7,72.4,17.3,Non-Veg
Egg Bhurji With Rotis And Dal,Tamil Nadu,Dinner,875,26.7,140.9,33.4,Non-Veg
Prawn Curry Sabzi With Rotis,Tamil Nadu,Dinner,586,35.9,76.1,21.5,Non-Veg
Anda Tandoori Chicken Platter Curry,Mizoram,Dinner,667,24.3,106.9,16.3,Non-Veg
Goa Chicken Stew Platter,Goa,Dinner,514,39.4,63.5,16.9,Non-Veg
Fish Moilee Sabzi With Rotis,Punjab,Dinner,461,27.8,55.6,12.2,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Mizoram,Dinner,598,42.7,82.9,20.5,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Tripura,Dinner,684,36.2,87.0,16.4,Non-Veg
Bhaji Tandoori Chicken Platter Curry,Goa,Dinner,566,25.2,83.8,18.5,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Karnataka,Dinner,619,28.8,84.0,20.9,Non-Veg
Mutton Rogan Josh And Dal,Tamil Nadu,Dinner,764,26.5,97.9,27.7,Non-Veg
Tamil Nadu Tandoori Chicken Platter Stew With Rice,Tamil Nadu,Dinner,705,22.3,106.1,17.4,Non-Veg
Keerai Fish Moilee Curry,Rajasthan,Dinner,477,28.0,74.8,16.8,Non-Veg
Karnataka Mutton Rogan Josh Platter,Karnataka,Dinner,869,25.5,117.6,31.4,Non-Veg
Chicken Stew And Dal,Gujarat,Dinner,775,36.4,106.2,23.8,Non-Veg
Sabji Mutton Rogan Josh Curry,Madhya Pradesh,Dinner,670,36.5,87.7,22.7,Non-Veg
Bore Tandoori Chicken Platter Curry,Chhattisgarh,Dinner,740,28.6,104.3,28.5,Non-Veg
Sundakkai Chicken Stew Curry,Tamil Nadu,Dinner,648,23.4,95.9,15.3,Non-Veg
Andhra Pradesh Chicken Stew Platter,Andhra Pradesh,Dinner,736,25.6,95.5,18.3,Non-Veg
Arbi Fish Moilee Curry,Uttar Pradesh,Dinner,682,42.4,103.1,22.5,Non-Veg
Goa Fish Moilee Stew With Rice,Goa,Dinner,499,41.8,71.4,17.0,Non-Veg
Bengalgram Chicken Stew Curry,Karnataka,Dinner,601,28.0,69.4,15.4,Non-Veg
Chicken Korma Sabzi With Rotis,Meghalaya,Dinner,841,35.6,105.6,21.5,Non-Veg
Goa Tandoori Chicken Platter Platter,Goa,Dinner,546,40.6,71.3,19.9,Non-Veg
Maharashtra Tandoori Chicken Platter Stew With Rice,Maharashtra,Dinner,899,44.8,101.6,30.5,Non-Veg
Maharashtra Chicken Korma Stew With Rice,Maharashtra,Dinner,817,40.8,98.6,24.7,Non-Veg
Uttar Pradesh Egg Bhurji With Rotis Platter,Uttar Pradesh,Dinner,594,43.1,81.0,22.2,Non-Veg
Fish Moilee Sabzi With Rotis,Karnataka,Dinner,658,20.2,92.2,21.1,Non-Veg
Jammu And Kashmir Prawn Curry Stew With Rice,Jammu and Kashmir,Dinner,598,40.5,70.7,14.4,Non-Veg
Karnataka Chicken Stew Platter,Karnataka,Dinner,533,35.5,85.3,12.3,Non-Veg
Jammu And Kashmir Tandoori Chicken Platter Platter,Jammu and Kashmir,Dinner,796,30.3,121.8,19.8,Non-Veg
Andhra Pradesh Chicken Korma Platter,Andhra Pradesh,Dinner,894,34.8,123.5,20.9,Non-Veg
Muthiya Fish Moilee Curry,Gujarat,Dinner,868,37.4,101.7,33.2,Non-Veg
Mutton Rogan Josh And Dal,Tripura,Dinner,561,37.3,88.4,13.3,Non-Veg
Egg Bhurji With Rotis And Dal,Andhra Pradesh,Dinner,866,41.7,102.3,29.7,Non-Veg
Meghalaya Fish Moilee Stew With Rice,Meghalaya,Dinner,753,29.2,85.8,22.9,Non-Veg
Chicken Stew And Dal,Telangana,Dinner,872,29.4,130.6,21.1,Non-Veg
Nagaland Chicken Korma Stew With Rice,Nagaland,Dinner,836,31.0,129.4,19.0,Non-Veg
Gujarat Chicken Korma Platter,Gujarat,Dinner,480,30.6,74.9,10.8,Non-Veg
Uttar Pradesh Egg Bhurji With Rotis Stew With Rice,Uttar Pradesh,Dinner,893,42.8,112.7,20.6,Non-Veg
Fish Moilee Sabzi With Rotis,Odisha,Dinner,560,41.1,85.4,16.2,Non-Veg
Egg Bhurji With Rotis And Dal,Uttarakhand,Dinner,727,37.3,101.9,23.7,Non-Veg
Fish Moilee Sabzi With Rotis,Sikkim,Dinner,824,20.1,116.5,20.9,Non-Veg
Kaju Chicken Korma Curry,Goa,Dinner,801,29.3,128.0,27.7,Non-Veg
West Bengal Chicken Stew Stew With Rice,West Bengal,Dinner,744,43.9,112.8,28.5,Non-Veg
Himachal Pradesh Chicken Stew Platter,Himachal Pradesh,Dinner,669,32.4,94.0,17.2,Non-Veg
Prawn Curry Sabzi With Rotis,Tripura,Dinner,548,23.6,68.2,12.3,Non-Veg
Prawn Curry Sabzi With Rotis,Kerala,Dinner,626,42.3,88.4,18.9,Non-Veg
Kakka Mutton Rogan Josh Curry,Kerala,Dinner,452,32.8,53.4,15.9,Non-Veg
Bihar Mutton Rogan Josh Stew With Rice,Bihar,Dinner,510,22.5,67.2,11.6,Non-Veg
Gujarat Prawn Curry Stew With Rice,Gujarat,Dinner,535,30.0,80.2,18.9,Non-Veg
Tinda Chicken Stew Curry,Uttar Pradesh,Dinner,539,38.5,74.1,14.2,Non-Veg
Ambot Chicken Korma Curry,Goa,Dinner,495,44.7,75.7,12.6,Non-Veg
Aloo Ke Gutke Chicken Korma Curry,Uttarakhand,Dinner,883,34.2,129.1,31.2,Non-Veg
Mutton Rogan Josh Sabzi With Rotis,Tamil Nadu,Dinner,757,43.9,109.5,18.6,Non-Veg
Chicken Korma Sabzi With Rotis,Assam,Dinner,859,34.7,135.6,28.9,Non-Veg
Chicken Stew And Dal,Chhattisgarh,Dinner,549,26.5,83.2,17.7,Non-Veg
Ragi Prawn Curry Curry,Karnataka,Dinner,485,24.7,74.0,17.2,Non-Veg
Delhi Chicken Korma Stew With Rice,Delhi,Dinner,771,26.3,97.2,28.3,Non-Veg
Chicken Korma And Dal,Assam,Dinner,665,24.3,91.0,21.1,Non-Veg
Egg Bhurji With Rotis And Dal,Haryana,Dinner,600,23.5,70.0,20.8,Non-Veg
Chakhwi Prawn Curry Curry,Tripura,Dinner,625,24.2,70.6,14.0,Non-Veg
Odisha Tandoori Chicken Platter Stew With Rice,Odisha,Dinner,606,31.5,88.2,16.3,Non-Veg
Mizoram Chicken Stew Platter,Mizoram,Dinner,795,22.9,105.7,20.5,Non-Veg
Manipur Chicken Korma Stew With Rice,Manipur,Dinner,456,31.6,73.3,10.9,Non-Veg
Manipur Tandoori Chicken Platter Platter,Manipur,Dinner,622,31.2,99.6,21.5,Non-Veg
Vellarikka Mutton Rogan Josh Curry,Rajasthan,Dinner,594,22.2,94.2,16.1,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Sikkim,Dinner,846,23.7,137.3,30.3,Non-Veg
Fish Moilee Sabzi With Rotis,Jammu and Kashmir,Dinner,723,40.2,107.1,26.4,Non-Veg
Manipur Prawn Curry Platter,Manipur,Dinner,556,21.2,66.4,20.6,Non-Veg
Chicken Stew And Dal,Bihar,Dinner,624,32.9,74.3,21.4,Non-Veg
Karnataka Chicken Korma Platter,Karnataka,Dinner,717,39.8,90.6,27.1,Non-Veg
Punjab Prawn Curry Stew With Rice,Punjab,Dinner,573,21.5,81.0,16.2,Non-Veg
Bathua Fish Moilee Curry,Haryana,Dinner,866,39.2,119.8,27.1,Non-Veg
Sael Chicken Korma Curry,Sikkim,Dinner,819,36.7,131.9,25.8,Non-Veg
Tandoori Chicken Platter And Dal,Punjab,Dinner,690,34.0,108.2,22.6,Non-Veg
Fish Moilee Sabzi With Rotis,Uttar Pradesh,Dinner,494,38.8,73.5,15.5,Non-Veg
Egg Bhurji With Rotis Sabzi With Rotis,Tamil Nadu,Dinner,742,44.3,85.7,21.5,Non-Veg
Mutton Rogan Josh And Dal,Punjab,Dinner,699,33.0,80.8,22.9,Non-Veg
Tandoori Chicken Platter And Dal,Mizoram,Dinner,565,24.1,77.7,20.5,Non-Veg
Mizoram Tandoori Chicken Platter Stew With Rice,Mizoram,Dinner,589,32.6,83.8,19.7,Non-Veg
